Name,SuperPowers,Alignment,Gender
Vex,"Animated Shadow,Dark Magic,Fear Inducement,Longevity,Energy Blasts,Enhanced Hearing,Extrasensory Perception,Force Fields,Non-Physical Interaction,Power Augmentation,Shadow Manipulation,Shockwaves Generation,Vision - Infrared,Animal Attributes,Cold Resistance,Damage Boost,Dimensional Travel,Immortality,Magic Resistance,Multiple Personalities,Soul Manipulation,Soul Resistance,Statistics Amplification,Statistics Reduction,Status Effect Inducement,Stealth,Umbrakinesis",Neutral,Female
Vi,"Gadget Usage,Grappling/Climbing,Reflexes,Shockwaves Generation,Weapon-based Powers,Damage Boost,Endurance,Enhanced Condition,Indomitable Will,Information Analysis,Jump,Mechanical Aptitude,Power Suit,Damage Reduction,Durability Negation,Force Fields,Magic,Master Martial Artist,Statistics Amplification,Status Effect Inducement",Good,Female
Viego,"Absorption,Apathy,Corruption,Dark Magic,Extrasensory Perception,Flight,Immortality,Insanity,Intangibility,Longevity,Madness Manipulation,Magic Resistance,Mind Control,Necromancy,Non-Corporeal,Non-Physical Interaction,Portal Creation,Possession,Power Bestowal,Seismic Power,Shadow Manipulation,Soul Manipulation,Soul Resistance,Stealth,Swordsmanship,Teleportation,Toxin and Disease Resistance,Umbrakinesis,Unholy Manipulation,Accelerated Healing,Aura,Awakened Power,Corruption Resistance,Creation,Damage Boost,Death Manipulation,Endurance,Energy Armor,Indomitable Will,Invisibility,Jump,Mind Control Resistance,Morality Manipulation,Rage Power,Self-Sustenance,Statistics Amplification,Summoning,Telepathy,Vitakinesis,Weapon Summoning,Acrobatics,Berserk Mode,Cloaking,Illumination,Levitation,Regeneration,Shockwaves Generation,Status Effect Inducement,Tentacles,Transformation,Weapon-based Powers",Bad,Male
Viktor,"Bionics,Cyborgization,Enhanced Sight,Gadget Usage,Homing Attack,Intelligence,Laser Manipulation,Mechanical Aptitude,Preparation,Robotic Engineering,Weapon-based Powers,Electrokinesis,Endurance,Enhanced Condition,Enhanced Senses,Force Fields,Gravity Control,Master Tactician,Natural Armor,Pain Suppression,Accelerated Development,Electro-Magnetism Manipulation,Heat Generation,Self-Sustenance",Good,Male
Vladimir,"Accelerated Healing,Blood Manipulation,Damage Boost,Dark Magic,Homing Attack,Liquid Transmutation,Master Tactician,Social Influencing,Absorption,Biokinesis,Bloodlust,Body Puppetry,Curse Manipulation,Enhanced Senses,Enhanced Smell,Extrasensory Perception,Longevity,Magic Resistance,Preparation,Regeneration,Toxin and Disease Control,Agility,Animal Control,Apathy,Bone Manipulation,Chain Manipulation,Corruption Resistance,Endurance,Mind Control Resistance,Natural Weapons,Necromancy,Non-Physical Interaction,Reactive Power Level,Shapeshifting,Statistics Amplification,Toxin and Disease Resistance",Bad,Male
Volibear,Null,Bad,Male
Warwick,"Accelerated Healing,Animal Attributes,Bloodlust,Endurance,Enhanced Hearing,Enhanced Smell,Grappling/Climbing,Hunters Instinct,Instinctive Reaction,Natural Weapons,Rage Power,Berserk Mode,Bionics,Enhanced Senses,Insanity,Jaw Strength,Jump,Pain Suppression,Reflexes,Stealth,Toxin and Disease Resistance,Vision - Night,Camouflage,Cold Resistance,Cyborgization,Enhanced Sight,Illusion Resistance,Large Size,Preparation,Sonic Scream,Statistics Amplification",Bad,Male
Wukong,"Acrobatics,Agility,Dexterity,Duplication,Weapon-based Powers,Accelerated Healing,Animal Attributes,Endurance,Enhanced Senses,Jump,Longevity,Master Martial Artist,Reflexes,Weapons Master,Damage Boost,Damage Reduction,Disguise Mastery,Jaw Strength,Magic",Good,Male
Xayah,"Acrobatics,Agility,Marksmanship,Animal Attributes,Damage Boost,Dexterity,Enhanced Senses,Longevity,Preparation,Disguise Mastery,Endurance,Enhanced Hearing,Jump,Magic,Magic Resistance,Master Tactician,Natural Weapons,Pseudo-Flight,Reflexes,Status Effect Inducement",Good,Female
Xerath,Null,Bad,Male
Xin Zhao,"Dexterity,Master Martial Artist,Reflexes,Weapons Master,Agility,Disarmament,Endurance,Indomitable Will,Master Tactician,Swordsmanship,Weapon-based Powers,Damage Boost,Magic Resistance",Good,Male
Yasuo,"Agility,Dexterity,Reflexes,Swordsmanship,Weapon-based Powers,Wind Control,Attack Negation,Danger Sense,Extrasensory Perception,Indomitable Will,Magic,Master Martial Artist,Vortex Creation,Damage Reduction,Electrokinesis,Endurance,Enhanced Senses,Jump,Non-Physical Interaction,Toxin and Disease Resistance,Weapons Master,Weather Control",Neutral,Male
Yone,"Acrobatics,Agility,Astral Projection,Dexterity,Swordsmanship,Weapon-based Powers,Aura,Enhanced Senses,Extrasensory Perception,Force Fields,Magic,Non-Physical Interaction,Pseudo-Flight,Sealing,Smoke Manipulation,Wind Control,Damage Boost,Demon Physiology,Durability Negation,Endurance,Intangibility,Magic Resistance,Soul Manipulation,Statistics Amplification,Weapon Summoning",Good,Male
Yorick,"Extrasensory Perception,Longevity,Necromancy,Soul Resistance,Cold Resistance,Corruption Resistance,Curse Resistance,Endurance,Heat Resistance,Indomitable Will,Magic,Non-Physical Interaction,Possession Resistance,Self-Sustenance,Soul Manipulation,Summoning,Weapon-based Powers,Zombie Physiology,Damage Boost,Dig,Energy Absorption,Magic Resistance,Master Tactician,Power Bestowal,Statistics Amplification,Statistics Reduction,Unholy Resistance,Water Control,Weapons Master",Neutral,Male
Yuumi,"Extrasensory Perception,Gadget Usage,Animal Attributes,Animal Control,Force Fields,Magic,Magic Resistance,Portal Creation,Vision - Night,Vitakinesis,Accelerated Healing,Air Control,Energy Blasts,Energy Manipulation,Enhanced Hearing,Enhanced Smell,Levitation,Longevity,Multiple Personalities,Natural Weapons,Plant Control,Statistics Amplification,Status Effect Inducement,Telepathy,Umbrakinesis,Water Control",Good,Female
Zed,"Acrobatics,Agility,Cloning,Intangibility,Master Martial Artist,Ninjutsu,Portal Creation,Shadow Manipulation,Super Speed,Super Strength,Weapons Master,Dexterity,Endurance,Stealth,Swordsmanship,Teleportation",Bad,Male
Zyra,"Longevity,Plant Control,Summoning,Apathy,Endurance,Hive-Mind,Magic,Tentacles,Toxin and Disease Control,Wood Manipulation,Absorption,Camouflage,Elasticity,Fusion,Hunters Instinct,Hypnokinesis,Magic Resistance,Mind Transfer,Self-Sustenance,Statistics Amplification,Status Effect Inducement,Terrakinesis,Toxin and Disease Resistance",Bad,Female
A.M.A.Z.O.,Null,,
Abra Kadabra,Null,Bad,Male
Abra Kadabra,Null,,
Agent Liberty,Null,,
Alex Danvers,Null,Good,Female
Alice,"Insanity,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Weapons Master,Swordsmanship",,
Allegra Garcia,Null,,
Alura In-Ze,Null,,
Amanda Waller,Null,,
Amenadiel (Power Of God),"Nigh-Omnipotence,Nigh-Omnipresence,Nigh-Omniscience",Good,Male
Amenadiel,"Accelerated Healing,Adaptation,Agility,Angel Physiology,Cold Resistance,Dimensional Travel,Divine Powers,Divinity,Durability,Enhanced Senses,Enhanced Sight,Fire Resistance,Flight,Heal,Immortality,Intelligence,Invulnerability,Levitation,Longevity,Master Martial Artist,Mind Control Resistance,Nigh-Omniscience,Possession Resistance,Pressure Points,Radiation Immunity,Reflexes,Regeneration,Resurrection,Stamina,Super Speed,Super Strength,Time Manipulation,Time Manipulation Resistance,Toxin and Disease Resistance,Will Of God,Wing Manifestation,Curse Manipulation,Dimensional Awareness,Endurance,Love Inducement,Shapeshifting,Soul Manipulation",Good,Male
Amunet Black,Null,,
Anarky,Null,,
Anatoly Knyazev,Null,Neutral,Male
Andrea Rojas,Null,,
Andy Diggle,Null,,
Anne Marie Flynn,Null,Good,Female
Anti-Monitor,"Absorption,Accelerated Healing,Agility,Antimatter Manipulation,Cold Resistance,Electricity Resistance,Energy Absorption,Energy Manipulation,Energy Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Fire Resistance,Flight,Force Fields,Gravity Control,Heat Generation,Heat Resistance,Immortality,Intelligence,Invulnerability,Levitation,Master Tactician,Possession Resistance,Power Absorption,Power Bestowal,Projection,Radiation Immunity,Reality Warping Resistance,Regeneration,Soul Resistance,Stamina,Statistics Amplification,Super Speed,Super Strength,Telekinesis,Telepathy Resistance,Teleportation,Time Manipulation Resistance,Toxin and Disease Resistance,Weapons Master,Corruption Resistance,Creation,Curse Resistance,Dexterity,Dimensional Travel,Endurance,Existence Erasure,Existence Erasure Resistance,Illusion Resistance,Large Size,Magic Resistance,Master Martial Artist,Mind Control Resistance,Portal Creation,Possession,Power Nullifier,Precognition,Reality Warping,Self-Sustenance,Size Changing,Summoning,Telepathy",Bad,Male
Arsenal,Null,,
Artemis,Null,Bad,Female
Artemis Crock,Null,,
Astra,"Accelerated Healing,Adaptation,Agility,Flight,Invulnerability,Master Martial Artist,Super Breath,Super Speed,Super Strength,Vision - Heat,Vision - X-Ray",,
Astra Logue,Null,,
Atom,"Durability,Intelligence,Size Changing,Stamina,Super Speed,Super Strength,Cold Resistance,Density Control,Electrokinesis,Energy Beams,Fire Resistance,Flight,Heat Resistance,Power Suit,Stealth,Vision - X-Ray",Good,Male
Atom Smasher,Null,Bad,Male
Atropos,Null,,
Ava Sharpe,Null,,
Azrael,"Angel Physiology,Cold Resistance,Death Manipulation,Death Touch,Dimensional Travel,Divine Powers,Divinity,Electricity Resistance,Fire Resistance,Flight,Heat Resistance,Immortality,Invisibility,Invulnerability,Levitation,Nigh-Omniscience,Possession Resistance,Super Speed,Super Strength,Time Manipulation Resistance,Toxin and Disease Resistance,Weapons Master,Wing Manifestation,Enhanced Senses,Reflexes,Shapeshifting,Swordsmanship",Neutral,Female
Baron Reiter,Null,,
Batman,"Intelligence,Peak Human Condition,Acrobatics,Audio Control,Disguise Mastery,Indomitable Will,Marksmanship,Master Martial Artist,Stealth,Vehicular Mastery,Weapon-based Powers,Weapons Master,Element Control,Smoke Manipulation",,
Batwing,Null,,
Batwoman,"Disguise Mastery,Longevity,Master Martial Artist,Reflexes,Stamina,Stealth,Vehicular Mastery,Weapons Master,Acrobatics,Dexterity,Master Tactician",Good,Female
Batwoman II,Null,,
Beelzebub,Null,,
Behrad Tarazi,Null,,
Belial,Null,,
Bizarro,Null,,
Bizarro-Girl,Null,,
Black Canary,Null,Good,Female
Black Canary II,"Peak Human Condition,Stamina,Acrobatics,Agility,Sonic Scream,Stealth,Marksmanship,Master Martial Artist,Reflexes",Good,Female
Black Flash,Null,Bad,Male
Black Lightning,"Creation,Dexterity,Electricity Absorption,Electricity Resistance,Electro-Magnetism Manipulation,Electrokinesis,Enhanced Senses,Heat Generation,Longevity,Master Martial Artist,Master Tactician,Reflexes,Stamina,Stealth,Weapons Master,Acrobatics,Camouflage,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Sight,Force Fields,Heat Resistance,Jump,Memory Manipulation,Sound Manipulation,Telekinesis,Accelerated Healing,Flight,Regeneration",Good,Male
Black Mask,Null,,
Black Pirate,Null,,
Black Siren (Earth Two),"Acrobatics,Dexterity,Endurance,Enhanced Senses,Longevity,Master Martial Artist,Reflexes,Sonic Scream,Sound Manipulation,Stamina,Vehicular Mastery,Weapons Master,Master Tactician",Good,Female
Blackout,"Agility,Berserk Mode,Electricity Absorption,Bloodlust,Electrokinesis,Enhanced Senses",Bad,Male
Blackstar,Null,,
Bloodsport,Null,,
Bloodwork,Null,,
Booster Gold,Null,,
Brainiac 5,Null,Good,Male
Brainwave,Null,,
Breacher,Null,,
Brick,Null,,
Bronze Tiger,Null,Bad,Male
Brother Blood,Null,,
Bug Eyed Bandit,Null,,
Canary,"Acrobatics,Agility,Audio Control,Hunters Instinct,Master Martial Artist,Pressure Points,Sonic Scream,Weapon-based Powers,Weapons Master,Dexterity,Homing Attack,Marksmanship,Master Tactician,Mechanical Aptitude,Reflexes,Stealth",,
Captain Boomerang,"Master Martial Artist,Master Tactician,Weapon-based Powers,Weapons Master",Bad,Male
Captain Cold,"Marksmanship,Master Martial Artist,Master Tactician",Neutral,Male
Captain Luthor,"Durability,Intelligence,Reflexes,Stamina,Super Speed,Super Strength,Agility,Cold Resistance,Electricity Resistance,Endurance,Energy Beams,Energy Blasts,Energy Manipulation,Energy Resistance,Enhanced Senses,Enhanced Sight,Explosion Manipulation,Fire Resistance,Flight,Heat Generation,Heat Resistance,Homing Attack,Indomitable Will,Invulnerability,Jump,Marksmanship,Master Tactician,Sound Manipulation,Stealth,Vision - Night,Vision - Telescopic,Vision - Thermal,Vision - X-Ray,Weapon-based Powers,Weapons Master,Acrobatics,Dexterity,Illumination,Information Analysis,Shockwaves Generation",Good,Male
Carson Williams,Null,,
Cat Grant,Null,,
Chas Chandler,Null,,
Chillblaine,Null,,
China White,Null,,
Chloe Decker (The Key),"Angel Physiology,Durability,Information Analysis,Intelligence,Peak Human Condition,Stamina,Super Strength,Acrobatics,Agility,Dexterity,Empathy,Endurance,Indomitable Will,Marksmanship,Master Martial Artist,Master Tactician,Preparation,Reflexes,Bloodlust,Pain Suppression",Good,Female
Chronos,Null,,
Cicada,Null,Bad,Male
Cicada II,Null,,
Citizen Steel,Null,Good,Male
Clive Yorkin,Null,,
Clock King (William Tockman),Null,,
Clotho,Null,,
Cluemaster,Null,,
Commander Steel,Null,Good,Male
Connor Hawke,Null,,
Constantine,"Banish,Dimensional Travel,Exorcism,Fire Control,Holy Manipulation,Magic,Master Martial Artist,Necromancy,Sleep Manipulation,Social Influencing,Soul Manipulation,Stamina,Summoning,Telekinesis,Agility,Attack Reflection,Death Manipulation,Dexterity,Endurance,Energy Manipulation,Enhanced Senses,Extrasensory Perception,Fear Manipulation,Force Fields,Heat Generation,Illusions,Life Manipulation,Magic Resistance,Master Tactician,Possession Resistance,Power Bestowal,Power Nullifier,Reflexes,Sealing,Swordsmanship,Teleportation,Transformation,Transmutation,Weapons Master",Good,Male
Constantine Drakon,Null,,
Count Vertigo,Null,,
Cupid,Null,,
Cyborg Superman,Null,Bad,Male
Damien Darhk,Null,Bad,Male
Damien Darhk(Idol Full Power),Null,,
Dark Archer,Null,Neutral,Male
Dark Arrow,"Acrobatics,Peak Human Condition,Stamina,Emotional Power Up,Endurance,Jump,Weapons Master",,
Dark Flash,Null,,
Deadshot,Null,Neutral,Male
Deathstroke,"Durability,Intelligence,Stamina,Accelerated Healing,Agility,Dexterity,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Heat Resistance,Longevity,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Stealth,Toxin and Disease Resistance,Weapon-based Powers,Weapons Master,Cold Resistance",Bad,Male
Deathstroke II,Null,,
Deon Owens,Null,,
Despero,Null,Bad,Male
Detective Chloe Decker,"Intelligence,Stamina,Agility,Blessed,Divine Powers,Mind Control Resistance,Reflexes,Jump,Master Martial Artist,Weapon-based Powers",Good,Female
Detective Espinosa,"Stamina,Endurance,Weapon-based Powers,Agility,Master Martial Artist,Stealth",,
Detective West,Null,,
Doctor Alchemy,Null,,
Doctor Mid-Nite,Null,,
Doctor Mid-Nite,Null,,
Dollmaker,Null,,
Double Down,Null,,
Dr. Shiro Ito,Null,,
Dragon,Null,,
Dreamer,Null,,
Eclipso,Null,Bad,Male
Ella Lopez,"Empathy,Hope Inducement,Indomitable Will,Intelligence,Love Inducement,Agility",,
Elongated Man,Null,Good,Male
Emiko Queen,Null,,
Eradicator,"Accelerated Healing,Aura,Cold Resistance,Cryokinesis,Durability,Endurance,Energy Resistance,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Flight,Force Fields,Heat Resistance,Intelligence,Jump,Longevity,Mind Transfer,Reflexes,Stamina,Super Speed,Super Strength,Vision - X-Ray,Absorption,Agility,Electrokinesis,Energy Beams,Energy Blasts,Energy Manipulation,Heat Generation,Illumination,Indomitable Will,Invulnerability,Marksmanship,Master Tactician,Mind Control,Mind Control Resistance,Power Augmentation,Power Bestowal,Radiation Immunity,Regeneration,Stealth,Toxin and Disease Resistance,Vision - Heat,Vision - Microscopic,Vision - Night,Vision - Telescopic,Interstellar Travel,Master Martial Artist,Telekinesis",,
Eve,"Marksmanship,Master Martial Artist,Age Manipulation",Good,
Felicity Smoak,Null,,
Felix Faust,Null,Bad,Male
Fiddler,Null,,
Firefly,Null,,
Firestorm,Null,Good,Male
Firestorm,"Fire Control,Flight,Accelerated Healing,Adaptation,Agility,Cold Resistance,Energy Absorption,Energy Blasts,Energy Manipulation,Energy Resistance,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Force Speed,Heat Generation,Heat Resistance,Intuitive aptitude,Levitation,Matter Manipulation,Reflexes,Transmutation",Good,Male
First Of The Fallen,Null,,
Flash,Null,,
Flash,"Accelerated Healing,Agility,Bullet Time,Durability,Intelligence,Reflexes,Speed Force,Stamina,Super Speed,Super Strength,Time Travel,Timeframe Control,Electrokinesis,Endurance,Energy Absorption,Energy Blasts,Energy Manipulation,Enhanced Memory,Enhanced Senses,Indomitable Will,Information Analysis,Intangibility,Jump,Longevity,Marksmanship,Phasing,Time Manipulation,Dimensional Travel,Duplication,Flight,Gliding,Hacking,Intuitive aptitude,Mechanical Aptitude,Molecular Combustion,Power Sense,Reality Warping,Vitakinesis,Wind Control",Good,Male
Floronic Man,Null,,
Fuerza,Null,,
Gabriel,Null,Good,Female
Gambler,Null,,
Gary Green,Null,,
Geomancer,Null,,
Girder,Null,,
Giselle Cutter,Null,,
Goddess Of All Creation,"Nigh-Omnipotence,Nigh-Omnipresence,Nigh-Omniscience",Good,Female
Godspeed,Null,,
Golden Glider,Null,Neutral,Female
Gorilla Grodd,"Acausality,Durability,Intelligence,Master Tactician,Mind Control,Super Strength,Telekinesis,Telepathy,Master Martial Artist",Bad,Male
Green Arrow,"Agility,Durability,Endurance,Intelligence,Marksmanship,Master Martial Artist,Peak Human Condition,Reflexes,Stamina,Stealth,Weapon-based Powers,Weapons Master,Acrobatics,Dexterity,Indomitable Will,Instinctive Reaction,Master Tactician,Pressure Points,Hacking,Mechanical Aptitude",Good,Male
Green Arrow,"Marksmanship,Master Martial Artist,Peak Human Condition,Stamina,Weapon-based Powers,Weapons Master,Acrobatics,Agility,Indomitable Will,Master Tactician,Reflexes,Stealth,Swordsmanship,Vehicular Mastery",Good,Female
Green Lantern,Null,,
Gridlock,Null,,
Guardian,Null,Good,Male
Guardian II,Null,,
Gypsy,Null,Good,Female
Hanjobadiel,Null,Good,Male
Harbinger,Null,,
Harrison Wells,Null,Good,Male
Hawkgirl,Null,Good,Female
Hawkman,Null,Good,Male
Heat Wave,Null,Good,Male
Hourman,Null,,
Human Target,Null,,
Huntress,"Stamina,Acrobatics,Stealth,Agility,Marksmanship,Reflexes",Good,Female
Hush,Null,,
Icicle,Null,,
Icicle,Null,,
Impulse (CW),Null,,
Indigo,Null,,
Iris West,Null,,
Jack,Null,,
Jack,Null,,
Jade,Null,,
Jesse Quick,Null,Good,Female
Jim Corrigan,Null,Good,Male
Joe Wilson,Null,Bad,Male
John Deegan,Null,,
Jonah Hex,Null,Good,Male
Jonathan Kent,Null,,
Jordan Kent,"Durability,Heal,Stamina,Super Speed,Super Strength,Super Breath,Vision - Heat",Good,Male
Kane Wolfman,Null,,
Kara Fowdy,Null,,
Katana,Null,Good,Female
Kid Flash,Null,Good,Male
Kilgore,Null,,
Killer Croc,"Animal Attributes,Berserk Mode,Durability,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Accelerated Healing,Agility,Cold Resistance,Enhanced Senses,Jump,Reflexes",,
King,Null,,
King,Null,,
King Shark,Null,Good,Male
Komodo,Null,,
Konstantin Kovar,Null,,
Lachesis,Null,,
Lady Vic,Null,Bad,Female
Lady Vic,Null,,
Lena Luthor (Magic),Null,,
Leslie Larr,Null,,
Lex Luthor,"Hacking,Intelligence,Marksmanship,Master Tactician,Robotic Engineering,Master Martial Artist,Portal Creation,Preparation,Technopath/Cyberpath,Weapons Master",Bad,Male
Lightning,Null,,
Linda Park,Null,,
Livewire,Null,Neutral,Female
Lois Lane,Null,,
Looker,Null,,
Lucifer Morningstar (Flaming Sword),"Antimatter Manipulation,Creation,Dimensional Travel,Fear Manipulation,Nigh-Omnipresence,Nigh-Omniscience,Portal Creation,Regeneration,Resurrection,Shapeshifting,Soul Manipulation,Super Speed,Super Strength,Supernatural Condition,Supreme Power,Air Control,Fear Inducement,Flight,Mind Control,Necromancy,Super Breath,Technopath/Cyberpath,Telekinesis,Telepathy,Toxin and Disease Control",Neutral,Male
Lucifer Morningstar,"Accelerated Healing,Angel Physiology,Cold Resistance,Creation,Dimensional Travel,Durability,Enhanced Senses,Exorcism,Fear Inducement,Fear Manipulation,Fire Resistance,Flight,Heat Resistance,Hellfire Resistance,Immortality,Intelligence,Invulnerability,Magic Resistance,Master Martial Artist,Master Tactician,Mind Control Resistance,Necromancy,Radiation Immunity,Reflexes,Resurrection,Shapeshifting,Soul Manipulation,Soul Resistance,Stamina,Super Speed,Super Strength,Swordsmanship,Time Manipulation Resistance,Vehicular Mastery,Weapons Master,Wing Manifestation,Agility,Air Control,Clairvoyance Resistance,Corruption Resistance,Curse Resistance,Dexterity,Electricity Resistance,Energy Resistance,Hellfire Manipulation,Holy Manipulation,Holy Resistance,Illusion Resistance,Interstellar Travel,Latent Abilities,Marksmanship,Mind Control,Portal Creation,Regeneration,Social Influencing,Stealth,Telepathy,Telepathy Resistance,Toxin and Disease Resistance,Jump,Magic",Neutral,Male
Luke Fox,Null,,
Mad Hatter,Null,,
Madame Xanadu,Null,,
Magenta,"Metal Manipulation,Shapeshifting",Neutral,Female
Mallus,Null,,
Manchester Black,Null,,
Manny,Null,,Male
Marcus Pierce,Null,Bad,Male
Marquis Jet,Null,,
Martha Kent,Null,,
Martian Manhunter,"Accelerated Healing,Adaptation,Agility,Animal Control,Astral Projection,Attack Reflection,Aura,Bullet Time,Camouflage,Cold Resistance,Density Control,Disguise Mastery,Durability,Empathy,Endurance,Energy Blasts,Energy Manipulation,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Touch,Extrasensory Perception,Flight,Hypnokinesis,Illusions,Indomitable Will,Intangibility,Intelligence,Invisibility,Invulnerability,Longevity,Master Martial Artist,Memory Manipulation,Mind Blast,Mind Control,Mind Control Resistance,Phasing,Possession,Possession Resistance,Pressure Points,Reflexes,Regeneration,Shapeshifting,Size Changing,Spatial Awareness,Spatial Communication,Stamina,Super Speed,Super Strength,Telekinesis,Telepathy,Vision - Heat,Vision - Infrared,Vision - Microscopic,Vision - Telescopic,Electricity Resistance,Element Control,Information Manipulation,Levitation,Telepathy Resistance",Good,Male
Maxima,Null,,
Maxwell Lord,Null,,
Maze,"Agility,Demon Physiology,Durability,Endurance,Enhanced Senses,Immortality,Intelligence,Master Martial Artist,Possession,Reflexes,Stamina,Super Speed,Super Strength,Accelerated Healing,Shapeshifting,Telekinesis,Weapons Master,Unholy Manipulation",Good,Female
Metallo,Null,,
Michael Demiurgos (Flaming Sword),Null,,
Michael Demiurgos,"Immortality,Nigh-Omnipresence,Nigh-Omniscience,Angel Physiology",,
Mirror Master,Null,Bad,Male
Mirror Monarch,Null,,
Miss Martian,Null,,
Mister Mxyzptlk,Null,Bad,Male
Mister Terrific,Null,Good,Male
Mister Zsasz,Null,,
Mnemoth,Null,,
Mon-El,Null,Good,Male
Morgan Edge,Null,,
Murmur,Null,,
Music Meister,Null,Neutral,Male
Naomi,Null,,
Nash Wells,Null,,
Neron,Null,,
Non,Null,,
Nora Darhk,Null,Neutral,Female
Norvok,Null,,
Nyssa Al Ghul,Null,Good,Female
Nyxly,Null,,
Ocean,Null,,
Overgirl,"Attack Negation,Attack Reflection,Damage Boost,Damage Reduction,Damage Transferal,Emotional Power Up,Endurance,Energy Absorption,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Indomitable Will,Intelligence,Photographic Reflexes,Radiation Immunity,Reflexes,Stamina,Super Breath,Super Speed,Super Strength,Vision - Heat,Accelerated Healing,Insanity,Invulnerability,Regeneration,Telepathy Resistance",Bad,Female
Painkiller,Null,,
Papa Midnite,Null,,
Parasite,Null,Bad,Male
Pariah,"Durability,Energy Constructs,Energy Manipulation,Flight,Force Fields,Godly Physiology,Intelligence,Light Control,Stamina,Super Speed,Super Strength,Teleportation,Accelerated Healing,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Sight,Heat Resistance,Immortality,Indomitable Will,Invulnerability,Levitation,Master Tactician,Stealth,Toxin and Disease Resistance,Reality Warping",Good,Male
Percy Odell,Null,,
Pied Piper,Null,Good,Male
Plastique,"Enhanced Condition,Explosion Manipulation,Weapons Master,Master Tactician",Bad,Female
Plunder,Null,,
Poison Ivy,Null,,
Poison Ivy,Null,,
Professor Ivo,Null,,
Professor Pyg,Null,,
Prometheus,Null,Bad,Male
Psych,Null,,
Psycho Pirate,Null,,
Queen,Null,,
Queen,Null,,
Quentin Lance,Null,,
Ra's Al Ghul,"Intelligence,Longevity,Master Martial Artist,Master Tactician,Peak Human Condition,Preparation,Stealth,Swordsmanship,Weapon-based Powers,Weapons Master,Accelerated Healing,Acrobatics,Resurrection",Bad,Male
Ragman,Null,Good,Male
Rainbow Raider,Null,,
Ravager,Null,,
Reactron,Null,,
Red Tornado,Null,,
Reign,"Accelerated Development,Accelerated Healing,Adaptation,Cold Resistance,Corruption Resistance,Dimensional Travel,Durability,Empathy,Endurance,Energy Absorption,Energy Beams,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Extrasensory Perception,Fire Resistance,Flight,Heat Resistance,Intelligence,Invulnerability,Jump,Longevity,Master Martial Artist,Mind Control Resistance,Multiple Personalities,Reflexes,Sonic Scream,Sound Manipulation,Stamina,Super Breath,Super Speed,Super Strength,Telepathy Resistance,Toxin and Disease Control,Toxin and Disease Resistance,Vision - Heat,Vision - Infrared,Vision - Microscopic,Vision - Telescopic,Vision - X-Ray,Absorption,Dark Magic,Electro-Magnetism Manipulation,Indomitable Will,Swordsmanship",Bad,Female
Remiel,"Accelerated Healing,Angel Physiology,Enhanced Senses,Heal,Hunters Instinct,Immortality,Invulnerability,Master Martial Artist,Reflexes,Stealth,Super Speed,Super Strength,Wing Manifestation,Agility,Dimensional Travel,Flight,Indomitable Will",Good,Female
Renee Montoya,Null,,
Reverb,Null,,
Reverse Flash,"Accelerated Healing,Afterimage Creation,Durability,Durability Negation,Electrokinesis,Indomitable Will,Information Analysis,Intelligence,Phasing,Speed Force,Stamina,Super Speed,Super Strength,Time Manipulation Resistance,Time Travel,Acrobatics,Agility,Bullet Time,Dimensional Travel,Duplication,Energy Beams,Enhanced Senses,Hacking,Intangibility,Jump,Longevity,Magnetism,Marksmanship,Master Tactician,Portal Creation,Reflexes,Stealth,Time Manipulation",Bad,Male
Rhea,Null,,
Rip Hunter,Null,Good,Male
Rory,"Angel Physiology,Flight,Intangibility,Intelligence,Stamina,Super Speed,Super Strength,Accelerated Healing,Agility,Dimensional Travel,Divine Powers,Divinity,Durability Negation,Endurance,Immortality,Indomitable Will,Jump,Magic Resistance,Marksmanship,Non-Physical Interaction,Reflexes,Stealth,Cold Resistance,Cosmic Awareness,Enhanced Senses,Hellfire Resistance,Radiation Immunity,Regeneration,Soul Manipulation,Teleportation,Time Travel,Weapon-based Powers",Bad,Female
Rupture,Null,,
Ryan Choi,Null,,
S.T.R.I.P.E.,Null,,
Sam Lane,Null,,
Sand Demon,Null,,
Sarab,Null,Neutral,Male
Saturn Girl,Null,Good,Female
